"","name_text6","state_text6","last_digit_text6"
"1477","*Northeast Louisiana Power Cooperative, Inc","Louisiana","294"
"1478","Oak Grove Utilities Company, Inc","Louisiana","288"
"1479","*Opelousas Electric Light & Water Works Plant","Louisiana","293"
"1480","Ouachita Ice & Utilities, Inc","Louisiana","288"
"1481","*Plaquemine City Light & Water Plant","Louisiana","293"
"1482","*Pointe Coupee Electric Membership Corporation.","Louisiana","294"
"1483","*Rayne Electric Light and Water Works Plant","Louisiana","293"
"1484","*Rayville Light Plant","Louisiana","293"
"1485","Russom Mallory Light & Power","Louisiana","288"
"1486","*Ruston Department of Water and Light","Louisiana","293"
"1487","'Saint Martinsville Electric Department","Louisiana","293"
"1488","*South Louisiana Electric Cooperative Assn","Louisiana","295"
"1489","ration","Louisiana","295"
"1490","'Teche Electric Membership Corporation","Louisiana","295"
"1491","Light and Water Plant","Louisiana","294"
"1492","""Valley Electric Membership Corporation","Louisiana","295"
"1493","•Vidalia Electric Department","Louisiana","294"
"1494","•Vinton Ice, Light and Water Works","Louisiana","294"
"1495","Inc","Louisiana","295"
"1496","*Welsh, Town of ,","Louisiana","294"
"1497","Youngsville Sugar Co., Inc","Louisiana","289"
"1498","*Onawa Light & Power Plant","lowa.l","219"
"1499","Cumberland County Power and Light Company . .","M aine","301"
"1500","""Traverse City Light and Power Department","M ichigan","363"
"1501","Association","M innesota","401"
"1502","Stampers Garage","M issouri","432"
"1503","Andover Power Co., Inc","Maine","297"
"1504","Androscoggin Water Power Company","Maine","297"
"1505","Bangor and Aroostook Railroad Company","Maine","305"
"1506","*Bangor Electric Department, City of","Maine","306"
"1507","Bangor Hydro-Electric Company","Maine","297"
"1508","Bates Manufacturing Company","Maine","305"
"1509","Bryant Pond Electric Light Co","Maine","298"
"1510","Caribou Water, Light and Power Company","Maine","298"
"1511","&","Maine","298"
"1512","Casco Bay Light &Water Company","Maine","299"
"1513","Central Maine Power Company","Maine","299"
"1514","Clark, Charles B","Maine","300"
"1515","Consumers Electric Co. of Brownfield M","Maine","300"
"1516","Cornish & Kezar Falls Light & Power Company M","Maine","301"
"1517","Danforth Electric Company","Maine","301"
"1518","Edwards Mfg. Co -","Maine","305"
"1519","*Farmers Electric Company","Maine","308"
"1520","'Farm-Home Electric Cooperative, Inc","Maine","308"
"1521","Fort Fairfield Light and Power Company","Maine","301"
"1522","Hampden-Newburg Light & Power Co","Maine","302"
"1523","Hill Manufacturing Company","Maine","305"
"1524","*Houlton Water Company","Maine","307"
"1525","International Paper Company","Maine","306"
"1526","International Power Co","Maine","302"
"1527","*Kennebunk Electric Light Department","Maine","307"
"1528","*Kingman Electric Company","Maine","308"
"1529","Kittery Electric Light Company","Maine","302"
"1530","Lee Mutual Electric Company","Maine","302"
"1531","*Lewiston Municipal Electric Plant ._","Maine","307"
"1532","Limestone Electric Co","Maine","302"
"1533","Lockwood Company","Maine","306"
"1534","*Lubec Water and Electric Department","Maine","307"
"1535","*Madison Electric Works Department","Maine","307"
"1536","Maine Consolidated Power Co","Maine","302"
"1537","Maine Public Service Company","Maine","303"
"1538","Mars Hill Electric Co","Maine","303"
"1539","Monson Light & Power Co","Maine","303"
"1540","Monticello Electric Co","Maine","303"
"1541","Oquossoc Light & Power Company","Maine","303"
"1542","Phillips Electric Light & Power Co","Maine","303"
"1543","•Princeton Lighting District","Maine","307"
"1544","Rumford Falls Light & Water Company","Maine","304"
"1545","Rumford Falls Power Company","Maine","306"
"1546","Saint Croix Electric Company","Maine","304"
"1547","Saint Croix Paper Company","Maine","306"
"1548","*Squirrel Island Village Corp","Maine","307"
"1549","Stillman Armstrong Co","Maine","297"
"1550","Stonington & Deer Isle Power Co","Maine","304"
"1551","Stratton Light Co","Maine","304"
"1552","Stratton Manufacturing Company","Maine","306"
"1553","Sturtevant, C. O","Maine","304"
"1554","Swans Falls Company _.","Maine","304"
"1555","*Van Buren Light and Power District","Maine","308"
"1556","Washburn Electric Co","Maine","305"
"1557","Woodland Light & Water Co","Maine","305"
"1558","York Manufacturing Company","Maine","306"
"1559","York Utilities Company","Maine","306"
"1560","Crawford Electric Co","Mains","301"
"1561","Associated Maryland Electric Power Corporation","Maryland","309"
"1562","•Berlin Electric Department","Maryland","315"
"1563","*Centreville Electric Plant","Maryland","315"
"1564","County, The","Maryland","309"
"1565","*Choptank Cooperative, Inc","Maryland","317"
"1566","Conowingo Power Company M","Maryland","309"
"1567","pany of Baltimore M","Maryland","310"
"1568","M","Maryland","315"
"1569","Delmarva Power Company, The","Maryland","310"
"1570","Dickey & Sons, Inc., W. J","Maryland","315"
"1571","land, The","Maryland","310"
"1572","•Easton Utilities Commission","Maryland","316"
"1573","Fairfax Electric Co","Maryland","311"
"1574","*Frederick, Corporation of","Maryland","316"
"1575","*Hagsrstown Municipal Electric Light Plant","Maryland","316"
"1576","Kelly Springfield Tire Company, The","Maryland","315"
"1577","Maryland Light and Power Company, The","Maryland","311"
"1578","North American Cement Corporation","Maryland","315"
"1579","Pennsylvania Water & Power Company","Maryland","311"
"1580","Potomac Edison Company, The","Maryland","312"
"1581","Potomac Transmission Company, The","Maryland","313"
"1582","Safe Harbor Water Power Corporation","Maryland","313"
"1583","*Saint Michaels Utilities Commission","Maryland","316"
"1584","Savage Manufacturing Co","Maryland","315"
"1585","sociation, Inc","Maryland","317"
"1586","Stockton Electric, Ice & Power Plant","Maryland","313"
"1587","Susquebanna Electric Company, Inc","Maryland","313"
"1588","Susquehanna Power Company, The","Maryland","314"
"1589","Thurmont Municipal Light Co","Maryland","316"
"1590","•vest Maryland Power Company, The","Maryland","314"
"1591","West Virginia Pulp & Paper Co","Maryland","315"
"1592","*Williamsport Electric Light Department","Maryland","316"
"1593","Youghiogheny Hydro-Electric Corporation","Maryland","314"
"1594","Amesbury Electric Light Company","Massachusetts","320"
"1595","'Ashburnham Municipal Light Department","Massachusetts","336"
"1596","Athol Gas and Electric Company","Massachusetts","320"
"1597","Attleboro Steam and Electric Company","Massachusetts","320"
"1598","Barre Wool Combing Co., Ltd., The","Massachusetts","335"
"1599","*Belmont Municipal Light Department","Massachusetts","336"
"1600","Beverly Gas and Electric Company","Massachusetts","320"
"1601","*Blandford Electric Light Department","Massachusetts","336"
"1602","Boston Consolidated Gas Company","Massachusetts","321"
"1603","Boston Edison Company","Massachusetts","321"
"1604","*Boylston Lighting Department..","Massachusetts","336"
"1605","*Braintree Electric Light Department","Massachusetts","336"
"1606","Brockton Edison Company","Massachusetts","322"
"1607","*Brookline, Town of","Massachusetts","336"
"1608","Cambridge Electric Light Company","Massachusetts","322"
"1609","Cape & Vineyard Electric Company","Massachusetts","322"
"1610","Central Massachusetts Electric Company","Massachusetts","323"
"1611","*Chester Municipal Light Department","Massachusetts","337"
"1612","*Chicopee Electric Light Department","Massachusetts","337"
"1613","•Concord Municipal Light Plant M","Massachusetts","337"
"1614","•Danvers-Municipal Light Plant, Town of","Massachusetts","337"
"1615","Eastern Massachusetts Electric Company","Massachusetts","323"
"1616","Fall River Electric Light Company","Massachusetts","323"
"1617","Fitchburg Gas and Electric Light Company","Massachusetts","324"
"1618","Gardner Electric Light Company M","Massachusetts","324"
"1619","'Georgetown Light Department M","Massachusetts","337"
"1620","Gloucester Electric Company","Massachusetts","324"
"1621","*Groton Electric Light Department","Massachusetts","337"
"1622","*Groveland Light Commission","Massachusetts","337"
"1623","Haverhill Electric Company","Massachusetts","325"
"1624","*Hingham Municipal Light Department","Massachusetts","338"
"1625","*Holden, Municipal Light Department, Town of..","Massachusetts","338"
"1626","*Holyoke Gas and Electric Department","Massachusetts","338"
"1627","Holyoke Power and Electric Company","Massachusetts","325"
"1628","Holyoke Water Power Company","Massachusetts","325"
"1629","•""Hudson Light and Power Department","Massachusetts","338"
"1630","*Hull Electric Light Department","Massachusetts","338"
"1631","Huntington Electric Light Co","Massachusetts","325"
"1632","•Ipswich Water & Light Department","Massachusetts","338"
"1633","Lake May Power Company","Massachusetts","335"
"1634","Lawrence Gas and Electric Company","Massachusetts","325"
"1635","Leominister Electric Light and Power Company..","Massachusetts","326"
"1636","""•Littleton Electric Light Department","Massachusetts","339"
"1637","Lowell Electric Light Corporation, The","Massachusetts","326"
"1638","Lynn Gas and Electric Company","Massachusetts","326"
"1639","Maiden Electric Company","Massachusetts","327"
"1640","Manchester Electric Company","Massachusetts","327"
"1641","*Mansfield Municipal Lighting Plant","Massachusetts","339"
"1642","•Marblehead Municipal Light Department","Massachusetts","339"
"1643","* Merrimac Light Department","Massachusetts","339"
"1644","sion","Massachusetts","339"
"1645","•Middleborough Gas and Electric Department","Massachusetts","339"
"1646","Middlesex County Electric Company","Massachusetts","327"
"1647","*Middleton Electric Light Department","Massachusetts","340"
"1648","Milford Electric Light and Power Company","Massachusetts","327"
"1649","Montaup Electric Company","Massachusetts","328"
"1650","Monument Mills","Massachusetts","335"
"1651","Mount Hope Finishing Co","Massachusetts","335"
"1652","Nantucket Gas & Electric Company","Massachusetts","328"
"1653","New Bedford Gas and Edison Light Company","Massachusetts","328"
"1654","New England Power Company","Massachusetts","328"
"1655","Northampton Electric Lighting Company","Massachusetts","329"
"1656","*North Attleboro Electric Department","Massachusetts","340"
"1657","Northern Berkshire Gas Company","Massachusetts","329"
"1658","Norton Power & Electric Company","Massachusetts","329"
"1659","*Norwood Municipal Light Department. _","Massachusetts","340"
"1660","*Paxton, Electric Light Department, Town of","Massachusetts","340"
"1661","*Peabody Municipal Light Plant","Massachusetts","340"
"1662","Pittsfield Electric Company","Massachusetts","329"
"1663","Plymouth County Electric Company","Massachusetts","330"
"1664","•Princeton Municipal Light System, Town of","Massachusetts","340"
"1665","Provincetown Light and Power Company","Massachusetts","330"
"1666","Quaker Building Company","Massachusetts","335"
"1667","Quincy Electric Light and Power Company","Massachusetts","330"
"1668","*Reading Municipal Light Department","Massachusetts","340"
"1669","*Rowley Municipal Lighting Plant","Massachusetts","341"
"1670","*Russell Electric Light Department","Massachusetts","341"
"1671","of","Massachusetts","341"
"1672","Southern Berkshire Power & Electric Company","Massachusetts","331"
"1673","of","Massachusetts","341"
"1674","Spencer Gas Company, The","Massachusetts","331"
"1675","Strathmore Paper Co","Massachusetts","336"
"1676","Suburban Gas and Electric Company","Massachusetts","331"
"1677","'Taunton Municipal Lighting Plant","Massachusetts","341"
"1678","'Templeton Municipal Light Department","Massachusetts","342"
"1679","Turners Falls Power & Electric Company","Massachusetts","332"
"1680","Union Light & Power Company","Massachusetts","332"
"1681","United Electric Light Company","Massachusetts","332"
"1682","Wachusett Electric Company","Massachusetts","332"
"1683","*Wakefield Municipal Light Department","Massachusetts","342"
"1684","*Wellesley Electric Light Department","Massachusetts","342"
"1685","*Wcst Boylston Light Department","Massachusetts","342"
"1686","Western Hancock Electric Company","Massachusetts","333"
"1687","Western Massachusetts Electric Company","Massachusetts","333"
"1688","nestfield Gas & Electric Light Department","Massachusetts","342"
"1689","Weymouth Light and Power Company","Massachusetts","333"
"1690","Winchendon Electric Light and Power Company","Massachusetts","334"
"1691","Worcester County Electric Company","Massachusetts","334"
"1692","Worcester Suburban Electric Company","Massachusetts","334"
"1693","tion","Mi nnesota","404"
"1694","*Alger-Delta Cooperative Electric Association","Michigan","364"
"1695","*Allegan Board of Public Works","Michigan","355"
"1696","Alpena Power Company","Michigan","344"
"1697","Al's Service Electric Station","Michigan","353"
"1698","Baraga County Light and Power Company","Michigan","344"
"1699","*Baraga, Village of","Michigan","355"
"1700","Bay De Noquet Company -","Michigan","353"
"1701","*Bellaire, Village of ---","Michigan","355"
"1702","*Bellevue, Village of","Michigan","355"
"1703","Berrien Gas & Electric Company","Michigan","344"
"1704","*Bessemer Light Utility","Michigan","355"
"1705","*Big Rapids Hydro-Electric Plant","Michigan","356"
"1706","*Blissfield Electric Light and Water Works","Michigan","356"
"1707","*Burt Township Light & Water Department","Michigan","356"
"1708","Calumet and Hecla Consolidated Copper Company.","Michigan","353"
"1709","Central Plant Company","Michigan","353"
"1710","*Charlevoix Municipal Utilities","Michigan","356"
"1711","*Chelsea Electric and Water Department","Michigan","356"
"1712","tion _""","Michigan","364"
"1713","Cliffs Power & Light Company, The","Michigan","344"
"1714","•Clinton Light and Water Plant","Michigan","356"
"1715","•Cloverland Electric Cooperative","Michigan","364"
"1716","*Coldwater, Board of Public Works of the City of.","Michigan","356"
"1717","•Constantino Electric Plant M","Michigan","357"
"1718","Consumers Power Company M","Michigan","345"
"1719","Copper District Power Company M","Michigan","347"
"1720","""Croswell, City of","Michigan","357"
"1721","City of","Michigan","357"
"1722","""Daggett, Village of","Michigan","357"
"1723","Denton Sleeping Garment Mills, Inc","Michigan","354"
"1724","Detroit Edison Company, The","Michigan","347"
"1725","*Detroit, Public Lighting Commission, City of","Michigan","357"
"1726","*Dowagiac Board of Public Works","Michigan","357"
"1727","•Eaton Rapids, City of","Michigan","358"
"1728","Edison Sault Electric Company","Michigan","348"
"1729","Electrical Inspection and Servicing Company","Michigan","354"
"1730","*Escanaba Municipal Utilities M","Michigan","358"
"1731","Fife Lake Light Company","Michigan","349"
"1732","Ford Motor Co","Michigan","354"
"1733","*Fruit Belt Electric Cooperative","Michigan","365"
"1734","'Gladstone, City of M","Michigan","358"
"1735","*Grand Haven, Board of Public Works, City of","Michigan","358"
"1736","*Grand Rapids Municipal Water & Light Station..","Michigan","358"
"1737","*Grayling Municipal Electric Plant","Michigan","358"
"1738","*Harbor Springs, City of","Michigan","359"
"1739","Harmony Electric Company","Michigan","349"
"1740","Harris Milling Company","Michigan","354"
"1741","*Hart Hydro Electric","Michigan","359"
"1742","Hayden Fuel and Supply Company","Michigan","354"
"1743","Hillman Light & Power Co","Michigan","349"
"1744","*Hillsdale Board of Public Works","Michigan","359"
